hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,40,2015,July,30,25,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,134,0,0,Check-Out,2015-07-30
Resort Hotel,0,0,2017,February,6,10,0,2,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,48,0,1,Check-Out,2017-02-12
Resort Hotel,0,0,2017,April,17,28,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,94.13830565,,0,Transient,110,0,0,Check-Out,2017-04-29
Resort Hotel,0,6,2017,February,6,7,0,4,2,0,0,BB,BRA,Direct,TA/TO,1,0,2,A,C,0,No Deposit,250,,0,Transient,43.2,0,4,Check-Out,2017-02-11
Resort Hotel,0,266,2015,September,39,24,2,4,1,0,0,BB,,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,201,,0,Transient-Party,34,0,0,Check-Out,2015-09-30
Resort Hotel,0,222,2016,May,22,23,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,94.13830565,223,0,Transient-Party,66,0,0,Check-Out,2016-05-30
Resort Hotel,0,12,2016,September,37,7,0,3,3,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,D,0,No Deposit,250,,0,Transient,176.1,1,2,Check-Out,2016-09-10
Resort Hotel,0,0,2016,October,41,4,1,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,26,,0,Transient,81.8,0,0,Check-Out,2016-10-10
Resort Hotel,0,20,2016,December,51,12,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,242,,0,Transient,80.09,1,2,Check-Out,2016-12-14
Resort Hotel,1,144,2016,August,34,17,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,176,0,0,Canceled,2016-07-18
Resort Hotel,0,92,2015,September,40,30,2,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,,0,Transient,48,0,1,Check-Out,2015-10-07
Resort Hotel,1,83,2017,August,31,3,3,8,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,250,0,1,Canceled,2017-05-19
Resort Hotel,1,60,2016,September,39,19,1,2,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,112.33,0,0,Canceled,2016-07-21
Resort Hotel,0,92,2015,December,53,31,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,,0,Transient-Party,59.18,0,2,Check-Out,2016-01-07
Resort Hotel,1,237,2017,May,18,3,0,1,2,0,0,HB,RUS,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,,0,Transient-Party,109.8,0,0,Canceled,2016-12-29
Resort Hotel,0,15,2016,April,15,5,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240,,0,Transient,101.75,1,1,Check-Out,2016-04-09
Resort Hotel,0,3,2016,April,16,14,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,,0,Transient-Party,125,0,0,Check-Out,2016-04-15
Resort Hotel,1,112,2016,October,44,29,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,65.27,0,1,Canceled,2016-09-01
Resort Hotel,0,12,2015,November,48,28,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,61.2,0,1,Check-Out,2015-11-30
Resort Hotel,0,5,2015,November,47,17,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,337,0,Transient,38,0,0,Check-Out,2015-11-20
Resort Hotel,1,102,2017,June,23,4,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,,0,Transient,63,0,0,Canceled,2017-02-22
Resort Hotel,0,103,2016,February,8,14,1,0,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,45,1,1,Check-Out,2016-02-15
Resort Hotel,1,196,2017,July,30,24,3,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,153.75,0,1,Canceled,2017-01-11
Resort Hotel,0,158,2016,June,25,13,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240,,0,Transient,0,0,0,Check-Out,2016-06-13
Resort Hotel,0,2,2017,August,34,25,1,2,2,0,0,HB,PAK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314,,0,Transient-Party,243.81,1,0,Check-Out,2017-08-28
Resort Hotel,1,172,2017,February,8,25,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,46.8,0,1,Canceled,2016-09-22
Resort Hotel,1,78,2016,April,16,12,4,10,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273,,0,Transient-Party,80,0,0,Canceled,2016-01-25
Resort Hotel,1,284,2016,January,3,12,8,20,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,,0,Transient,26.1,0,0,Canceled,2015-09-12
Resort Hotel,1,161,2016,September,40,29,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,102.33,0,0,Canceled,2016-08-11
Resort Hotel,0,0,2016,October,41,8,0,1,2,0,0,BB,AGO,Direct,Direct,0,0,0,E,E,0,No Deposit,94.13830565,,0,Transient,96,1,0,Check-Out,2016-10-09
Resort Hotel,1,158,2017,July,30,24,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,175,0,0,Canceled,2017-07-11
Resort Hotel,1,53,2016,October,45,31,2,5,3,1,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,93.57,0,0,Canceled,2016-09-24
Resort Hotel,0,109,2017,August,31,4,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,266,0,2,Check-Out,2017-08-08
Resort Hotel,0,0,2017,May,18,5,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,,0,Transient,137,0,1,Check-Out,2017-05-07
Resort Hotel,0,0,2017,April,17,26,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,2,A,B,0,No Deposit,94.13830565,43,0,Transient,45,0,0,Check-Out,2017-04-28
Resort Hotel,0,212,2017,August,33,17,1,3,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient-Party,182.25,0,0,Check-Out,2017-08-21
Resort Hotel,0,207,2017,May,18,5,1,2,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,68.4,0,0,Check-Out,2017-05-08
Resort Hotel,1,37,2015,October,43,18,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,56,0,3,Canceled,2015-09-23
Resort Hotel,0,54,2016,May,20,9,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,95,,0,Transient,41.4,0,1,Check-Out,2016-05-12
Resort Hotel,0,124,2016,July,30,17,2,1,3,0,0,FB,PRT,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,314,,0,Transient,217.08,1,1,Check-Out,2016-07-20
Resort Hotel,0,3,2015,November,48,22,2,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,,0,Transient,98,0,0,Check-Out,2015-11-26
Resort Hotel,0,80,2016,July,29,16,2,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient-Party,186,0,1,Check-Out,2016-07-20
Resort Hotel,0,116,2017,August,32,12,2,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,230,0,2,Check-Out,2017-08-16
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147,,0,Transient-Party,68.42,0,1,Check-Out,2016-04-26
Resort Hotel,1,15,2016,June,24,9,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,129,0,0,Canceled,2016-05-25
Resort Hotel,0,69,2017,June,22,3,2,2,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240,,0,Transient-Party,160,0,0,Check-Out,2017-06-07
Resort Hotel,1,18,2016,February,8,14,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,,0,Transient,29,0,0,Canceled,2016-02-06
Resort Hotel,0,0,2017,February,8,19,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,14,A,C,0,No Deposit,94.13830565,390,0,Transient-Party,35,0,2,Check-Out,2017-02-20
Resort Hotel,0,25,2016,July,29,15,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,155.1,1,0,Check-Out,2016-07-16
Resort Hotel,0,57,2015,August,34,18,1,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,242,,0,Transient,229.67,0,1,Check-Out,2015-08-24
Resort Hotel,0,0,2016,January,3,12,0,1,1,0,0,BB,,Direct,Direct,0,0,0,G,G,0,No Deposit,94.13830565,,0,Transient,74,1,1,Check-Out,2016-01-13
Resort Hotel,0,220,2017,August,34,22,0,5,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,,0,Transient,258,0,1,Check-Out,2017-08-27
Resort Hotel,1,27,2015,September,36,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,186,0,2,Canceled,2015-08-18
Resort Hotel,0,22,2016,October,41,5,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,,0,Transient,59,0,0,Check-Out,2016-10-06
Resort Hotel,0,18,2017,March,9,3,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,107,0,0,Check-Out,2017-03-10
Resort Hotel,0,269,2015,September,40,27,3,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,26,,0,Contract,56.95,0,0,Check-Out,2015-10-05
Resort Hotel,0,71,2016,December,53,29,1,3,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,94.13830565,,0,Transient,154.69,0,1,Check-Out,2017-01-02
Resort Hotel,0,228,2016,June,25,17,2,5,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,147,1,1,Check-Out,2016-06-24
Resort Hotel,0,167,2016,July,28,6,3,9,2,1,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71,,0,Transient,160,0,1,Check-Out,2016-07-18
Resort Hotel,0,132,2015,October,41,8,1,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Contract,44.5,0,0,Check-Out,2015-10-12
Resort Hotel,0,0,2017,February,9,28,0,2,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,94.13830565,,0,Transient,38,0,0,Check-Out,2017-03-02
Resort Hotel,0,0,2017,January,2,11,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,44,0,1,Check-Out,2017-01-12
Resort Hotel,0,91,2017,June,25,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,70.4,0,0,Check-Out,2017-06-30
Resort Hotel,1,2,2017,January,2,11,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,,0,Transient,39,0,0,Canceled,2017-01-10
Resort Hotel,0,8,2016,January,1,2,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,62,1,2,Check-Out,2016-01-03
Resort Hotel,0,20,2015,August,34,16,2,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,201.5,0,2,Check-Out,2015-08-18
Resort Hotel,0,104,2017,June,24,12,1,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,110,1,1,Check-Out,2017-06-14
Resort Hotel,1,30,2016,February,9,26,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,48,0,3,Canceled,2016-02-21
Resort Hotel,1,122,2015,July,27,2,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,,0,Transient,110.7,0,1,Canceled,2015-03-11
Resort Hotel,1,197,2017,July,29,19,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,,0,Transient,152.5,0,0,Canceled,2017-01-03
Resort Hotel,0,3,2017,August,32,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,240,0,3,Check-Out,2017-08-12
Resort Hotel,0,112,2017,March,10,7,0,4,2,0,0,HB,DEU,Direct,Direct,0,0,0,D,D,1,No Deposit,94.13830565,,93,Transient-Party,75,1,0,Check-Out,2017-03-11
Resort Hotel,0,9,2015,October,44,25,3,5,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,,0,Transient,75,0,0,Check-Out,2015-11-02
Resort Hotel,0,38,2016,October,44,23,2,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,63.4,0,0,Check-Out,2016-10-27
Resort Hotel,0,84,2015,October,42,15,0,3,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,,0,Transient,83.62,0,2,Check-Out,2015-10-18
Resort Hotel,0,0,2015,November,49,30,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,48,0,2,Check-Out,2015-12-01
Resort Hotel,0,1,2016,April,15,6,0,2,1,0,0,BB,,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,314,,0,Transient,44.8,0,0,Check-Out,2016-04-08
Resort Hotel,1,163,2016,June,26,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,72,0,1,No-Show,2016-06-19
Resort Hotel,0,5,2016,February,6,3,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,94.13830565,,0,Transient,38,0,0,Check-Out,2016-02-04
Resort Hotel,0,14,2015,July,30,20,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,104,,0,Transient,123,0,0,Check-Out,2015-07-21
Resort Hotel,1,158,2016,August,32,1,3,7,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,212,0,1,Canceled,2016-07-26
Resort Hotel,0,131,2016,May,23,31,2,8,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71,,0,Transient,76,0,0,Check-Out,2016-06-10
Resort Hotel,1,248,2017,June,22,2,4,10,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,207,0,0,Canceled,2016-10-02
Resort Hotel,0,188,2017,June,25,18,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,,0,Transient,56.7,0,1,Check-Out,2017-06-22
Resort Hotel,1,87,2017,January,2,14,2,1,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,46.43,0,0,Canceled,2016-10-19
Resort Hotel,0,0,2016,February,8,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,40,0,0,Check-Out,2016-02-18
Resort Hotel,0,202,2016,July,27,1,2,2,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,314,,0,Transient,84.8,0,0,Check-Out,2016-07-05
Resort Hotel,0,20,2017,August,33,19,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,,0,Transient,230,0,2,Check-Out,2017-08-22
Resort Hotel,0,3,2016,April,16,11,1,0,1,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240,,0,Transient,56,0,1,Check-Out,2016-04-12
Resort Hotel,1,53,2017,April,14,7,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,137.71,0,0,Canceled,2017-02-13
Resort Hotel,1,198,2017,August,31,1,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,157.31,0,0,Canceled,2017-01-15
Resort Hotel,0,0,2017,January,2,10,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,D,0,No Deposit,94.13830565,47,0,Transient,35,0,0,Check-Out,2017-01-13
Resort Hotel,0,112,2016,August,32,1,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,221,0,1,Check-Out,2016-08-05
Resort Hotel,1,100,2016,July,29,12,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,160,0,0,Canceled,2016-04-04
Resort Hotel,0,190,2015,July,28,10,4,10,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,,0,Contract,112.63,0,0,Check-Out,2015-07-24
Resort Hotel,1,241,2016,July,30,23,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,126,0,1,Canceled,2016-02-22
Resort Hotel,0,0,2016,February,9,22,0,0,2,0,0,BB,PRT,Online TA,TA/TO,1,0,0,E,I,0,No Deposit,241,,0,Transient,0,0,1,Check-Out,2016-02-22
Resort Hotel,1,33,2017,January,2,14,2,1,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,82,0,0,Canceled,2016-12-12
Resort Hotel,1,87,2016,October,44,27,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,58,0,0,Canceled,2016-10-16
Resort Hotel,0,130,2015,September,37,9,2,4,1,0,0,BB,LVA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,65.7,0,2,Check-Out,2015-09-15
Resort Hotel,0,126,2015,July,27,1,0,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253,,0,Transient,62.5,0,0,Check-Out,2015-07-05
Resort Hotel,0,23,2016,March,11,12,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,48,0,0,Check-Out,2016-03-13
Resort Hotel,0,30,2016,January,4,18,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,1,No Deposit,314,,0,Transient,81,0,1,Check-Out,2016-01-28
Resort Hotel,0,51,2015,August,32,7,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,166.5,0,1,Check-Out,2015-08-14
Resort Hotel,1,63,2017,August,35,28,1,2,2,0,0,HB,GIB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,236,0,2,Canceled,2017-06-30
Resort Hotel,0,59,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281,,50,Contract,45,0,0,Check-Out,2015-10-11
Resort Hotel,0,150,2016,October,43,16,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Contract,57,0,0,Check-Out,2016-10-23
Resort Hotel,0,52,2016,November,47,19,2,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,,0,Transient,30.24,0,0,Check-Out,2016-11-26
Resort Hotel,0,129,2017,July,28,10,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,,0,Transient,222.93,1,0,Check-Out,2017-07-17
Resort Hotel,0,201,2017,August,31,5,4,7,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient-Party,198.2,0,2,Check-Out,2017-08-16
Resort Hotel,1,116,2016,April,17,21,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,68,0,0,Canceled,2016-03-12
Resort Hotel,0,47,2015,September,39,26,2,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242,,0,Transient,82.8,0,1,Check-Out,2015-10-01
Resort Hotel,0,35,2017,February,6,9,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Transient,81.76,0,0,Check-Out,2017-02-16
Resort Hotel,1,12,2015,September,39,21,1,1,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,208,,0,Transient-Party,64,0,0,Canceled,2015-09-18
Resort Hotel,0,41,2015,December,53,31,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,,0,Transient,145.87,0,1,Check-Out,2016-01-03
Resort Hotel,0,115,2017,July,29,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,121.5,0,0,Check-Out,2017-07-25
Resort Hotel,1,73,2017,February,7,17,1,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,498,0,Transient-Party,40,0,0,Canceled,2017-02-01
Resort Hotel,1,14,2015,December,51,19,2,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,94.13830565,,0,Transient,52,0,1,Canceled,2015-12-08
Resort Hotel,0,4,2017,June,26,26,1,3,1,0,0,BB,PRT,Direct,TA/TO,1,0,1,A,A,0,No Deposit,94.13830565,539,0,Group,82,1,0,Check-Out,2017-06-30
Resort Hotel,0,49,2015,August,34,22,2,4,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,169.83,0,1,Check-Out,2015-08-28
Resort Hotel,0,37,2016,June,27,26,2,0,3,1,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,254,1,0,Check-Out,2016-06-28
Resort Hotel,0,2,2016,April,16,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,6,A,A,0,No Deposit,94.13830565,291,0,Transient,42,0,0,Check-Out,2016-04-16
Resort Hotel,1,140,2016,July,31,24,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,207,0,0,Canceled,2016-03-20
Resort Hotel,0,88,2015,October,42,16,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,75,0,2,Check-Out,2015-10-19
Resort Hotel,0,0,2017,January,4,27,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,94.13830565,,0,Transient,73,0,0,Check-Out,2017-01-28
Resort Hotel,0,1,2016,August,32,3,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94.13830565,,0,Group,241,0,0,Check-Out,2016-08-04
Resort Hotel,0,0,2016,November,46,11,0,1,2,0,0,BB,ITA,Direct,TA/TO,1,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,70,0,1,Check-Out,2016-11-12
Resort Hotel,0,90,2016,May,20,10,2,6,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,,0,Transient,70.4,0,0,Check-Out,2016-05-18
Resort Hotel,1,59,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,,0,Transient,74,0,0,Canceled,2015-08-24
Resort Hotel,0,0,2017,June,26,30,0,2,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,136,0,2,Check-Out,2017-07-02
Resort Hotel,0,165,2017,July,29,22,2,6,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,,0,Transient,200,0,1,Check-Out,2017-07-30
Resort Hotel,0,0,2017,January,1,3,0,1,1,0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,94.13830565,,0,Transient,64,0,0,Check-Out,2017-01-04
Resort Hotel,0,23,2017,July,29,21,2,3,2,0,0,BB,ISL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,211.12,1,1,Check-Out,2017-07-26
Resort Hotel,0,10,2017,February,8,25,2,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,E,E,1,No Deposit,250,,0,Transient,104,0,0,Check-Out,2017-02-28
Resort Hotel,0,258,2015,August,32,3,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,134,0,0,Check-Out,2015-08-08
Resort Hotel,0,34,2017,March,10,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240,,0,Transient,60,1,2,Check-Out,2017-03-06
Resort Hotel,0,120,2017,August,31,1,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,167.2,0,1,Check-Out,2017-08-02
Resort Hotel,1,73,2016,April,16,12,0,0,1,0,0,BB,BEL,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,370,0,Transient-Party,0,0,0,Canceled,2016-04-12
Resort Hotel,0,19,2016,February,6,6,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,68,0,1,Check-Out,2016-02-08
Resort Hotel,0,29,2015,July,30,21,2,8,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,103.18,0,1,Check-Out,2015-07-31
Resort Hotel,0,4,2015,August,33,9,2,1,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,,0,Transient,187,0,3,Check-Out,2015-08-12
Resort Hotel,0,4,2016,January,4,22,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,39,0,1,Check-Out,2016-01-27
